"ID","State","StateID","StateText","TimeIn","TimeUserAck","TimePLCAck","MessageID","MessageText","Occur","GroupID","GroupText","Priority","Parameter1","Parameter2","Group","Class","HistoricalID","HasNotes","SortBuffer","TimeInUTC"
"47","0","$362","","2022-03-16 20:40:40","1899-12-30 00:00:00","2022-03-17 05:56:05","$4146","Ready for automatic operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_AutoReady","20000607","24","6","1","False","","2022-03-16 17:40:40"
"57","4","$360","","2022-03-17 05:56:05","1899-12-30 00:00:00","1899-12-30 00:00:00","$4156","Ready for combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiReady","20000617","24","6","2","False","","2022-03-17 02:56:05"
"57","0","$362","","2022-03-17 05:56:05","1899-12-30 00:00:00","2022-03-17 05:56:06","$4156","Ready for combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiReady","20000617","24","6","3","False","","2022-03-17 02:56:05"
"58","4","$360","","2022-03-17 05:56:06","1899-12-30 00:00:00","1899-12-30 00:00:00","$4157","Combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiRun","20000618","24","6","4","False","","2022-03-17 02:56:06"
"58","0","$362","","2022-03-17 05:56:06","1899-12-30 00:00:00","2022-03-17 05:57:26","$4157","Combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiRun","20000618","24","6","5","False","","2022-03-17 02:56:06"
"164","4","$352","","2022-03-17 05:57:26","1899-12-30 00:00:00","1899-12-30 00:00:00","$4583","Checkweigher not ready","1","$4582","Checkweigher","640","CP:.VC_MX_700_MS_Waage","20070000","43","4","6","False","","2022-03-17 02:57:26"
"149","4","$352","","2022-03-17 05:57:42","1899-12-30 00:00:00","1899-12-30 00:00:00","$4264","Protective cover flap transfer is open","1","$4258","Flap transfer","650","CP:.VC_MX_500_MS_SHKlappe","20050005","40","4","7","False","","2022-03-17 02:57:42"
"164","0","$354","","2022-03-17 05:57:26","1899-12-30 00:00:00","2022-03-17 05:58:07","$4583","Checkweigher not ready","1","$4582","Checkweigher","640","CP:.VC_MX_700_MS_Waage","20070000","43","4","8","False","","2022-03-17 02:57:26"
"149","0","$354","","2022-03-17 05:57:42","1899-12-30 00:00:00","2022-03-17 06:03:09","$4264","Protective cover flap transfer is open","1","$4258","Flap transfer","650","CP:.VC_MX_500_MS_SHKlappe","20050005","40","4","9","False","","2022-03-17 02:57:42"
"157","4","$356","","2022-03-17 06:03:09","1899-12-30 00:00:00","1899-12-30 00:00:00","$4274","Tubefiller is not ready","1","$4271","Combination","430","CP:.VC_MX_704_MW_TFSNotReady","20070406","42","5","10","False","","2022-03-17 03:03:09"
"57","4","$360","","2022-03-17 06:03:11","1899-12-30 00:00:00","1899-12-30 00:00:00","$4156","Ready for combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiReady","20000617","24","6","11","False","","2022-03-17 03:03:11"
"75","4","$352","","2022-03-17 06:03:11","1899-12-30 00:00:00","1899-12-30 00:00:00","$4175","Axes not released, please wait","1","$4171","Main drive","610","CP:.VC_MX_007_MS_WatchEnable","20000704","25","4","12","False","","2022-03-17 03:03:11"
"57","0","$362","","2022-03-17 06:03:11","1899-12-30 00:00:00","2022-03-17 06:03:12","$4156","Ready for combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiReady","20000617","24","6","13","False","","2022-03-17 03:03:11"
"157","0","$358","","2022-03-17 06:03:09","1899-12-30 00:00:00","2022-03-17 06:03:12","$4274","Tubefiller is not ready","1","$4271","Combination","430","CP:.VC_MX_704_MW_TFSNotReady","20070406","42","5","14","False","","2022-03-17 03:03:09"
"57","4","$360","","2022-03-17 06:03:13","1899-12-30 00:00:00","1899-12-30 00:00:00","$4156","Ready for combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiReady","20000617","24","6","15","False","","2022-03-17 03:03:13"
"75","0","$354","","2022-03-17 06:03:11","1899-12-30 00:00:00","2022-03-17 06:03:13","$4175","Axes not released, please wait","1","$4171","Main drive","610","CP:.VC_MX_007_MS_WatchEnable","20000704","25","4","16","False","","2022-03-17 03:03:11"
"149","4","$352","","2022-03-17 06:03:20","1899-12-30 00:00:00","1899-12-30 00:00:00","$4264","Protective cover flap transfer is open","1","$4258","Flap transfer","650","CP:.VC_MX_500_MS_SHKlappe","20050005","40","4","17","False","","2022-03-17 03:03:20"
"57","0","$362","","2022-03-17 06:03:13","1899-12-30 00:00:00","2022-03-17 06:03:20","$4156","Ready for combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiReady","20000617","24","6","18","False","","2022-03-17 03:03:13"
"149","0","$354","","2022-03-17 06:03:20","1899-12-30 00:00:00","2022-03-17 06:03:38","$4264","Protective cover flap transfer is open","1","$4258","Flap transfer","650","CP:.VC_MX_500_MS_SHKlappe","20050005","40","4","19","False","","2022-03-17 03:03:20"
"157","4","$356","","2022-03-17 06:03:38","1899-12-30 00:00:00","1899-12-30 00:00:00","$4274","Tubefiller is not ready","1","$4271","Combination","430","CP:.VC_MX_704_MW_TFSNotReady","20070406","42","5","20","False","","2022-03-17 03:03:38"
"75","4","$352","","2022-03-17 06:03:40","1899-12-30 00:00:00","1899-12-30 00:00:00","$4175","Axes not released, please wait","1","$4171","Main drive","610","CP:.VC_MX_007_MS_WatchEnable","20000704","25","4","21","False","","2022-03-17 03:03:40"
"57","4","$360","","2022-03-17 06:03:41","1899-12-30 00:00:00","1899-12-30 00:00:00","$4156","Ready for combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiReady","20000617","24","6","22","False","","2022-03-17 03:03:41"
"75","0","$354","","2022-03-17 06:03:40","1899-12-30 00:00:00","2022-03-17 06:03:41","$4175","Axes not released, please wait","1","$4171","Main drive","610","CP:.VC_MX_007_MS_WatchEnable","20000704","25","4","23","False","","2022-03-17 03:03:40"
"157","0","$358","","2022-03-17 06:03:38","1899-12-30 00:00:00","2022-03-17 06:03:41","$4274","Tubefiller is not ready","1","$4271","Combination","430","CP:.VC_MX_704_MW_TFSNotReady","20070406","42","5","24","False","","2022-03-17 03:03:38"
"57","0","$362","","2022-03-17 06:03:41","1899-12-30 00:00:00","2022-03-17 06:03:44","$4156","Ready for combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiReady","20000617","24","6","25","False","","2022-03-17 03:03:41"
"58","4","$360","","2022-03-17 06:03:44","1899-12-30 00:00:00","1899-12-30 00:00:00","$4157","Combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiRun","20000618","24","6","26","False","","2022-03-17 03:03:44"
"71","4","$356","","2022-03-17 06:03:46","1899-12-30 00:00:00","1899-12-30 00:00:00","$4170","Axle synchronisation active","1","$4138","Operation","490","CP:.VC_MX_006_MW_Synchronlauf","20000635","24","5","27","False","","2022-03-17 03:03:46"
"71","0","$358","","2022-03-17 06:03:46","1899-12-30 00:00:00","2022-03-17 06:03:46","$4170","Axle synchronisation active","1","$4138","Operation","490","CP:.VC_MX_006_MW_Synchronlauf","20000635","24","5","28","False","","2022-03-17 03:03:46"
