"ID","State","StateID","StateText","TimeIn","TimeUserAck","TimePLCAck","MessageID","MessageText","Occur","GroupID","GroupText","Priority","Parameter1","Parameter2","Group","Class","HistoricalID","HasNotes","SortBuffer","TimeInUTC"
"1617297536","4","$165","SAC","2022-03-02 05:55:12","1899-12-30 00:00:00","1899-12-30 00:00:00","$2311|$$3154|$1|$0","Skeleton2Text, wrong format at ""$3154"", current parameter: 1, of parameters: 0","1","","","800","System","0","-999999","1","1","False","","2022-03-02 02:55:12"
"1617297536","4","$165","SAC","2022-03-02 05:55:12","1899-12-30 00:00:00","1899-12-30 00:00:00","$2311|$$3154|$1|$0","Skeleton2Text, wrong format at ""$3154"", current parameter: 1, of parameters: 0","1","","","800","System","0","-999999","1","2","False","","2022-03-02 02:55:12"
"1617297536","4","$165","SAC","2022-03-02 05:55:12","1899-12-30 00:00:00","1899-12-30 00:00:00","$2311|$$3154|$1|$0","Skeleton2Text, wrong format at ""$3154"", current parameter: 1, of parameters: 0","1","","","800","System","0","-999999","1","3","False","","2022-03-02 02:55:12"
"1617297536","4","$165","SAC","2022-03-02 05:55:12","1899-12-30 00:00:00","1899-12-30 00:00:00","$2311|$$3154|$1|$0","Skeleton2Text, wrong format at ""$3154"", current parameter: 1, of parameters: 0","1","","","800","System","0","-999999","1","4","False","","2022-03-02 02:55:12"
"1617297536","4","$165","SAC","2022-03-02 05:55:12","1899-12-30 00:00:00","1899-12-30 00:00:00","$2311|$$3154|$1|$0","Skeleton2Text, wrong format at ""$3154"", current parameter: 1, of parameters: 0","1","","","800","System","0","-999999","1","5","False","","2022-03-02 02:55:12"
"1617297536","4","$165","SAC","2022-03-02 05:55:12","1899-12-30 00:00:00","1899-12-30 00:00:00","$2311|$$3154|$1|$0","Skeleton2Text, wrong format at ""$3154"", current parameter: 1, of parameters: 0","1","","","800","System","0","-999999","1","6","False","","2022-03-02 02:55:12"
"1617297536","4","$165","SAC","2022-03-02 05:55:12","1899-12-30 00:00:00","1899-12-30 00:00:00","$2311|$$3154|$1|$0","Skeleton2Text, wrong format at ""$3154"", current parameter: 1, of parameters: 0","1","","","800","System","0","-999999","1","7","False","","2022-03-02 02:55:12"
"1617297536","4","$165","SAC","2022-03-02 05:55:12","1899-12-30 00:00:00","1899-12-30 00:00:00","$2311|$$3154|$1|$0","Skeleton2Text, wrong format at ""$3154"", current parameter: 1, of parameters: 0","1","","","800","System","0","-999999","1","8","False","","2022-03-02 02:55:12"
"1617297536","4","$165","SAC","2022-03-02 05:55:12","1899-12-30 00:00:00","1899-12-30 00:00:00","$2311|$$3154|$1|$0","Skeleton2Text, wrong format at ""$3154"", current parameter: 1, of parameters: 0","1","","","800","System","0","-999999","1","9","False","","2022-03-02 02:55:12"
"1617297536","4","$165","SAC","2022-03-02 05:55:12","1899-12-30 00:00:00","1899-12-30 00:00:00","$2311|$$3154|$1|$0","Skeleton2Text, wrong format at ""$3154"", current parameter: 1, of parameters: 0","1","","","800","System","0","-999999","1","10","False","","2022-03-02 02:55:12"
"1617297536","4","$165","SAC","2022-03-02 05:55:12","1899-12-30 00:00:00","1899-12-30 00:00:00","$2311|$$3154|$1|$0","Skeleton2Text, wrong format at ""$3154"", current parameter: 1, of parameters: 0","1","","","800","System","0","-999999","1","11","False","","2022-03-02 02:55:12"
"1617297536","4","$165","SAC","2022-03-02 05:55:12","1899-12-30 00:00:00","1899-12-30 00:00:00","$2311|$$3154|$1|$0","Skeleton2Text, wrong format at ""$3154"", current parameter: 1, of parameters: 0","1","","","800","System","0","-999999","1","12","False","","2022-03-02 02:55:12"
"1617297536","4","$165","SAC","2022-03-02 05:55:12","1899-12-30 00:00:00","1899-12-30 00:00:00","$2311|$$3154|$1|$0","Skeleton2Text, wrong format at ""$3154"", current parameter: 1, of parameters: 0","1","","","800","System","0","-999999","1","13","False","","2022-03-02 02:55:12"
"1617297536","4","$165","SAC","2022-03-02 05:55:12","1899-12-30 00:00:00","1899-12-30 00:00:00","$2311|$$3154|$1|$0","Skeleton2Text, wrong format at ""$3154"", current parameter: 1, of parameters: 0","1","","","800","System","0","-999999","1","14","False","","2022-03-02 02:55:12"
"1617297536","4","$165","SAC","2022-03-02 05:55:12","1899-12-30 00:00:00","1899-12-30 00:00:00","$2311|$$3154|$1|$0","Skeleton2Text, wrong format at ""$3154"", current parameter: 1, of parameters: 0","1","","","800","System","0","-999999","1","15","False","","2022-03-02 02:55:12"
"1617297536","4","$165","SAC","2022-03-02 05:55:12","1899-12-30 00:00:00","1899-12-30 00:00:00","$2311|$$3154|$1|$0","Skeleton2Text, wrong format at ""$3154"", current parameter: 1, of parameters: 0","1","","","800","System","0","-999999","1","16","False","","2022-03-02 02:55:12"
"1617297536","4","$165","SAC","2022-03-02 05:55:12","1899-12-30 00:00:00","1899-12-30 00:00:00","$2311|$$3154|$1|$0","Skeleton2Text, wrong format at ""$3154"", current parameter: 1, of parameters: 0","1","","","800","System","0","-999999","1","17","False","","2022-03-02 02:55:12"
"1617297536","4","$165","SAC","2022-03-02 05:55:12","1899-12-30 00:00:00","1899-12-30 00:00:00","$2311|$$3154|$1|$0","Skeleton2Text, wrong format at ""$3154"", current parameter: 1, of parameters: 0","1","","","800","System","0","-999999","1","18","False","","2022-03-02 02:55:12"
"1617297536","4","$165","SAC","2022-03-02 05:55:12","1899-12-30 00:00:00","1899-12-30 00:00:00","$2311|$$3154|$1|$0","Skeleton2Text, wrong format at ""$3154"", current parameter: 1, of parameters: 0","1","","","800","System","0","-999999","1","19","False","","2022-03-02 02:55:12"
"1617297536","4","$165","SAC","2022-03-02 05:55:13","1899-12-30 00:00:00","1899-12-30 00:00:00","$2311|$$3154|$1|$0","Skeleton2Text, wrong format at ""$3154"", current parameter: 1, of parameters: 0","1","","","800","System","0","-999999","1","20","False","","2022-03-02 02:55:13"
"1617297536","4","$165","SAC","2022-03-02 05:55:13","1899-12-30 00:00:00","1899-12-30 00:00:00","$2311|$$3154|$1|$0","Skeleton2Text, wrong format at ""$3154"", current parameter: 1, of parameters: 0","1","","","800","System","0","-999999","1","21","False","","2022-03-02 02:55:13"
"1617297536","4","$165","SAC","2022-03-02 05:55:13","1899-12-30 00:00:00","1899-12-30 00:00:00","$2311|$$3154|$1|$0","Skeleton2Text, wrong format at ""$3154"", current parameter: 1, of parameters: 0","1","","","800","System","0","-999999","1","22","False","","2022-03-02 02:55:13"
"1617297536","4","$165","SAC","2022-03-02 05:55:13","1899-12-30 00:00:00","1899-12-30 00:00:00","$2311|$$3154|$1|$0","Skeleton2Text, wrong format at ""$3154"", current parameter: 1, of parameters: 0","1","","","800","System","0","-999999","1","23","False","","2022-03-02 02:55:13"
