"ID","State","StateID","StateText","TimeIn","TimeUserAck","TimePLCAck","MessageID","MessageText","Occur","GroupID","GroupText","Priority","Parameter1","Parameter2","Group","Class","HistoricalID","HasNotes","SortBuffer","TimeInUTC"
"47","0","$362","","2022-03-15 20:40:08","1899-12-30 00:00:00","2022-03-16 05:54:54","$4146","Ready for automatic operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_AutoReady","20000607","24","6","1","False","","2022-03-15 17:40:08"
"57","4","$360","","2022-03-16 05:54:54","1899-12-30 00:00:00","1899-12-30 00:00:00","$4156","Ready for combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiReady","20000617","24","6","2","False","","2022-03-16 02:54:54"
"57","0","$362","","2022-03-16 05:54:54","1899-12-30 00:00:00","2022-03-16 05:54:56","$4156","Ready for combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiReady","20000617","24","6","3","False","","2022-03-16 02:54:54"
"58","4","$360","","2022-03-16 05:54:56","1899-12-30 00:00:00","1899-12-30 00:00:00","$4157","Combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiRun","20000618","24","6","4","False","","2022-03-16 02:54:56"
"82","4","$352","","2022-03-16 06:01:49","1899-12-30 00:00:00","1899-12-30 00:00:00","$4186","Product not inserted","1","$4185","Product not inserted","640","CP:.VC_MX_014_MS_ProdNiEing","20001400","29","4","5","False","","2022-03-16 03:01:49"
"58","0","$362","","2022-03-16 05:54:56","1899-12-30 00:00:00","2022-03-16 06:01:50","$4157","Combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiRun","20000618","24","6","6","False","","2022-03-16 02:54:56"
"156","4","$352","","2022-03-16 06:01:50","1899-12-30 00:00:00","1899-12-30 00:00:00","$4273","Clear flap transfer","1","$4271","Combination","620","CP:.VC_MX_704_MS_TubevomBand","20070403","42","4","7","False","","2022-03-16 03:01:50"
"149","4","$352","","2022-03-16 06:01:56","1899-12-30 00:00:00","1899-12-30 00:00:00","$4264","Protective cover flap transfer is open","1","$4258","Flap transfer","650","CP:.VC_MX_500_MS_SHKlappe","20050005","40","4","8","False","","2022-03-16 03:01:56"
"33","4","$352","","2022-03-16 06:01:58","1899-12-30 00:00:00","1899-12-30 00:00:00","$4128","Protective cover 1 open","1","$4126","Protective covers","650","CP:.VC_MX_002_MS_SHFSKette","20000201","20","4","9","False","","2022-03-16 03:01:58"
"33","0","$354","","2022-03-16 06:01:58","1899-12-30 00:00:00","2022-03-16 06:02:05","$4128","Protective cover 1 open","1","$4126","Protective covers","650","CP:.VC_MX_002_MS_SHFSKette","20000201","20","4","10","False","","2022-03-16 03:01:58"
"149","0","$354","","2022-03-16 06:01:56","1899-12-30 00:00:00","2022-03-16 06:02:07","$4264","Protective cover flap transfer is open","1","$4258","Flap transfer","650","CP:.VC_MX_500_MS_SHKlappe","20050005","40","4","11","False","","2022-03-16 03:01:56"
"82","0","$354","","2022-03-16 06:01:49","1899-12-30 00:00:00","2022-03-16 06:02:09","$4186","Product not inserted","1","$4185","Product not inserted","640","CP:.VC_MX_014_MS_ProdNiEing","20001400","29","4","12","False","","2022-03-16 03:01:49"
"75","4","$352","","2022-03-16 06:02:10","1899-12-30 00:00:00","1899-12-30 00:00:00","$4175","Axes not released, please wait","1","$4171","Main drive","610","CP:.VC_MX_007_MS_WatchEnable","20000704","25","4","13","False","","2022-03-16 03:02:10"
"156","0","$354","","2022-03-16 06:01:50","1899-12-30 00:00:00","2022-03-16 06:02:10","$4273","Clear flap transfer","1","$4271","Combination","620","CP:.VC_MX_704_MS_TubevomBand","20070403","42","4","14","False","","2022-03-16 03:01:50"
"57","4","$360","","2022-03-16 06:02:11","1899-12-30 00:00:00","1899-12-30 00:00:00","$4156","Ready for combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiReady","20000617","24","6","15","False","","2022-03-16 03:02:11"
"75","0","$354","","2022-03-16 06:02:10","1899-12-30 00:00:00","2022-03-16 06:02:11","$4175","Axes not released, please wait","1","$4171","Main drive","610","CP:.VC_MX_007_MS_WatchEnable","20000704","25","4","16","False","","2022-03-16 03:02:10"
"57","0","$362","","2022-03-16 06:02:11","1899-12-30 00:00:00","2022-03-16 06:02:14","$4156","Ready for combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiReady","20000617","24","6","17","False","","2022-03-16 03:02:11"
"58","4","$360","","2022-03-16 06:02:14","1899-12-30 00:00:00","1899-12-30 00:00:00","$4157","Combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiRun","20000618","24","6","18","False","","2022-03-16 03:02:14"
"157","4","$356","","2022-03-16 06:03:54","1899-12-30 00:00:00","1899-12-30 00:00:00","$4274","Tubefiller is not ready","1","$4271","Combination","430","CP:.VC_MX_704_MW_TFSNotReady","20070406","42","5","19","False","","2022-03-16 03:03:54"
"58","0","$362","","2022-03-16 06:02:14","1899-12-30 00:00:00","2022-03-16 06:03:55","$4157","Combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiRun","20000618","24","6","20","False","","2022-03-16 03:02:14"
"57","4","$360","","2022-03-16 06:03:55","1899-12-30 00:00:00","1899-12-30 00:00:00","$4156","Ready for combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiReady","20000617","24","6","21","False","","2022-03-16 03:03:55"
"57","0","$362","","2022-03-16 06:03:55","1899-12-30 00:00:00","2022-03-16 06:04:07","$4156","Ready for combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiReady","20000617","24","6","22","False","","2022-03-16 03:03:55"
"149","4","$352","","2022-03-16 06:04:07","1899-12-30 00:00:00","1899-12-30 00:00:00","$4264","Protective cover flap transfer is open","1","$4258","Flap transfer","650","CP:.VC_MX_500_MS_SHKlappe","20050005","40","4","23","False","","2022-03-16 03:04:07"
"157","0","$358","","2022-03-16 06:03:54","1899-12-30 00:00:00","2022-03-16 06:04:07","$4274","Tubefiller is not ready","1","$4271","Combination","430","CP:.VC_MX_704_MW_TFSNotReady","20070406","42","5","24","False","","2022-03-16 03:03:54"
"149","0","$354","","2022-03-16 06:04:07","1899-12-30 00:00:00","2022-03-16 06:04:16","$4264","Protective cover flap transfer is open","1","$4258","Flap transfer","650","CP:.VC_MX_500_MS_SHKlappe","20050005","40","4","25","False","","2022-03-16 03:04:07"
"157","4","$356","","2022-03-16 06:04:16","1899-12-30 00:00:00","1899-12-30 00:00:00","$4274","Tubefiller is not ready","1","$4271","Combination","430","CP:.VC_MX_704_MW_TFSNotReady","20070406","42","5","26","False","","2022-03-16 03:04:16"
"75","4","$352","","2022-03-16 06:04:18","1899-12-30 00:00:00","1899-12-30 00:00:00","$4175","Axes not released, please wait","1","$4171","Main drive","610","CP:.VC_MX_007_MS_WatchEnable","20000704","25","4","27","False","","2022-03-16 03:04:18"
