"ID","State","StateID","StateText","TimeIn","TimeUserAck","TimePLCAck","MessageID","MessageText","Occur","GroupID","GroupText","Priority","Parameter1","Parameter2","Group","Class","HistoricalID","HasNotes","SortBuffer","TimeInUTC"
"33","4","$352","","2022-03-11 06:01:53","1899-12-30 00:00:00","1899-12-30 00:00:00","$4128","Protective cover 1 open","1","$4126","Protective covers","650","CP:.VC_MX_002_MS_SHFSKette","20000201","20","4","1","False","","2022-03-11 03:01:53"
"47","0","$362","","2022-03-10 20:38:55","1899-12-30 00:00:00","2022-03-11 06:01:53","$4146","Ready for automatic operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_AutoReady","20000607","24","6","2","False","","2022-03-10 17:38:55"
"33","0","$354","","2022-03-11 06:01:53","1899-12-30 00:00:00","2022-03-11 06:02:02","$4128","Protective cover 1 open","1","$4126","Protective covers","650","CP:.VC_MX_002_MS_SHFSKette","20000201","20","4","3","False","","2022-03-11 03:01:53"
"75","4","$352","","2022-03-11 06:02:02","1899-12-30 00:00:00","1899-12-30 00:00:00","$4175","Axes not released, please wait","1","$4171","Main drive","610","CP:.VC_MX_007_MS_WatchEnable","20000704","25","4","4","False","","2022-03-11 03:02:02"
"47","4","$360","","2022-03-11 06:02:03","1899-12-30 00:00:00","1899-12-30 00:00:00","$4146","Ready for automatic operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_AutoReady","20000607","24","6","5","False","","2022-03-11 03:02:03"
"75","0","$354","","2022-03-11 06:02:02","1899-12-30 00:00:00","2022-03-11 06:02:03","$4175","Axes not released, please wait","1","$4171","Main drive","610","CP:.VC_MX_007_MS_WatchEnable","20000704","25","4","6","False","","2022-03-11 03:02:02"
"47","0","$362","","2022-03-11 06:02:03","1899-12-30 00:00:00","2022-03-11 06:02:54","$4146","Ready for automatic operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_AutoReady","20000607","24","6","7","False","","2022-03-11 03:02:03"
"57","4","$360","","2022-03-11 06:02:54","1899-12-30 00:00:00","1899-12-30 00:00:00","$4156","Ready for combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiReady","20000617","24","6","8","False","","2022-03-11 03:02:54"
"57","0","$362","","2022-03-11 06:02:54","1899-12-30 00:00:00","2022-03-11 06:03:00","$4156","Ready for combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiReady","20000617","24","6","9","False","","2022-03-11 03:02:54"
"58","4","$360","","2022-03-11 06:03:00","1899-12-30 00:00:00","1899-12-30 00:00:00","$4157","Combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiRun","20000618","24","6","10","False","","2022-03-11 03:03:00"
"58","0","$362","","2022-03-11 06:03:00","1899-12-30 00:00:00","2022-03-11 06:04:52","$4157","Combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiRun","20000618","24","6","11","False","","2022-03-11 03:03:00"
"156","4","$352","","2022-03-11 06:04:52","1899-12-30 00:00:00","1899-12-30 00:00:00","$4273","Clear flap transfer","1","$4271","Combination","620","CP:.VC_MX_704_MS_TubevomBand","20070403","42","4","12","False","","2022-03-11 03:04:52"
"164","4","$352","","2022-03-11 06:04:52","1899-12-30 00:00:00","1899-12-30 00:00:00","$4583","Checkweigher not ready","1","$4582","Checkweigher","640","CP:.VC_MX_700_MS_Waage","20070000","43","4","13","False","","2022-03-11 03:04:52"
"149","4","$352","","2022-03-11 06:04:59","1899-12-30 00:00:00","1899-12-30 00:00:00","$4264","Protective cover flap transfer is open","1","$4258","Flap transfer","650","CP:.VC_MX_500_MS_SHKlappe","20050005","40","4","14","False","","2022-03-11 03:04:59"
"164","0","$354","","2022-03-11 06:04:52","1899-12-30 00:00:00","2022-03-11 06:05:00","$4583","Checkweigher not ready","1","$4582","Checkweigher","640","CP:.VC_MX_700_MS_Waage","20070000","43","4","15","False","","2022-03-11 03:04:52"
"32","4","$352","","2022-03-11 06:05:17","1899-12-30 00:00:00","1899-12-30 00:00:00","$4127","Protective cover 5 open","1","$4126","Protective covers","650","CP:.VC_MX_002_MS_SHFGK1","20000200","20","4","16","False","","2022-03-11 03:05:17"
"32","0","$354","","2022-03-11 06:05:17","1899-12-30 00:00:00","2022-03-11 06:05:40","$4127","Protective cover 5 open","1","$4126","Protective covers","650","CP:.VC_MX_002_MS_SHFGK1","20000200","20","4","17","False","","2022-03-11 03:05:17"
"149","0","$354","","2022-03-11 06:04:59","1899-12-30 00:00:00","2022-03-11 06:05:44","$4264","Protective cover flap transfer is open","1","$4258","Flap transfer","650","CP:.VC_MX_500_MS_SHKlappe","20050005","40","4","18","False","","2022-03-11 03:04:59"
"162","4","$352","","2022-03-11 06:05:52","1899-12-30 00:00:00","1899-12-30 00:00:00","$4557","Protective cover 6 open","1","$4126","Protective covers","650","CP:.VC_MX_002_MS_SHFGK2","20000227","20","4","19","False","","2022-03-11 03:05:52"
"162","0","$354","","2022-03-11 06:05:52","1899-12-30 00:00:00","2022-03-11 06:05:55","$4557","Protective cover 6 open","1","$4126","Protective covers","650","CP:.VC_MX_002_MS_SHFGK2","20000227","20","4","20","False","","2022-03-11 03:05:52"
"75","4","$352","","2022-03-11 06:05:56","1899-12-30 00:00:00","1899-12-30 00:00:00","$4175","Axes not released, please wait","1","$4171","Main drive","610","CP:.VC_MX_007_MS_WatchEnable","20000704","25","4","21","False","","2022-03-11 03:05:56"
"156","0","$354","","2022-03-11 06:04:52","1899-12-30 00:00:00","2022-03-11 06:05:56","$4273","Clear flap transfer","1","$4271","Combination","620","CP:.VC_MX_704_MS_TubevomBand","20070403","42","4","22","False","","2022-03-11 03:04:52"
"32","4","$352","","2022-03-11 06:05:56","1899-12-30 00:00:00","1899-12-30 00:00:00","$4127","Protective cover 5 open","1","$4126","Protective covers","650","CP:.VC_MX_002_MS_SHFGK1","20000200","20","4","23","False","","2022-03-11 03:05:56"
"75","0","$354","","2022-03-11 06:05:56","1899-12-30 00:00:00","2022-03-11 06:05:56","$4175","Axes not released, please wait","1","$4171","Main drive","610","CP:.VC_MX_007_MS_WatchEnable","20000704","25","4","24","False","","2022-03-11 03:05:56"
"32","0","$354","","2022-03-11 06:05:56","1899-12-30 00:00:00","2022-03-11 06:06:22","$4127","Protective cover 5 open","1","$4126","Protective covers","650","CP:.VC_MX_002_MS_SHFGK1","20000200","20","4","25","False","","2022-03-11 03:05:56"
"75","4","$352","","2022-03-11 06:06:22","1899-12-30 00:00:00","1899-12-30 00:00:00","$4175","Axes not released, please wait","1","$4171","Main drive","610","CP:.VC_MX_007_MS_WatchEnable","20000704","25","4","26","False","","2022-03-11 03:06:22"
"57","4","$360","","2022-03-11 06:06:23","1899-12-30 00:00:00","1899-12-30 00:00:00","$4156","Ready for combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiReady","20000617","24","6","27","False","","2022-03-11 03:06:23"
"75","0","$354","","2022-03-11 06:06:22","1899-12-30 00:00:00","2022-03-11 06:06:23","$4175","Axes not released, please wait","1","$4171","Main drive","610","CP:.VC_MX_007_MS_WatchEnable","20000704","25","4","28","False","","2022-03-11 03:06:22"
"57","0","$362","","2022-03-11 06:06:23","1899-12-30 00:00:00","2022-03-11 06:06:29","$4156","Ready for combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiReady","20000617","24","6","29","False","","2022-03-11 03:06:23"
"58","4","$360","","2022-03-11 06:06:29","1899-12-30 00:00:00","1899-12-30 00:00:00","$4157","Combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiRun","20000618","24","6","30","False","","2022-03-11 03:06:29"
"71","4","$356","","2022-03-11 06:06:32","1899-12-30 00:00:00","1899-12-30 00:00:00","$4170","Axle synchronisation active","1","$4138","Operation","490","CP:.VC_MX_006_MW_Synchronlauf","20000635","24","5","31","False","","2022-03-11 03:06:32"
"71","0","$358","","2022-03-11 06:06:32","1899-12-30 00:00:00","2022-03-11 06:06:32","$4170","Axle synchronisation active","1","$4138","Operation","490","CP:.VC_MX_006_MW_Synchronlauf","20000635","24","5","32","False","","2022-03-11 03:06:32"
"157","4","$356","","2022-03-11 06:08:27","1899-12-30 00:00:00","1899-12-30 00:00:00","$4274","Tubefiller is not ready","1","$4271","Combination","430","CP:.VC_MX_704_MW_TFSNotReady","20070406","42","5","33","False","","2022-03-11 03:08:27"
"157","0","$358","","2022-03-11 06:08:27","1899-12-30 00:00:00","2022-03-11 06:08:27","$4274","Tubefiller is not ready","1","$4271","Combination","430","CP:.VC_MX_704_MW_TFSNotReady","20070406","42","5","34","False","","2022-03-11 03:08:27"
"58","0","$362","","2022-03-11 06:06:29","1899-12-30 00:00:00","2022-03-11 06:08:29","$4157","Combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiRun","20000618","24","6","35","False","","2022-03-11 03:06:29"
"57","4","$360","","2022-03-11 06:08:29","1899-12-30 00:00:00","1899-12-30 00:00:00","$4156","Ready for combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiReady","20000617","24","6","36","False","","2022-03-11 03:08:29"
"157","4","$356","","2022-03-11 06:09:22","1899-12-30 00:00:00","1899-12-30 00:00:00","$4274","Tubefiller is not ready","1","$4271","Combination","430","CP:.VC_MX_704_MW_TFSNotReady","20070406","42","5","37","False","","2022-03-11 03:09:22"
"47","4","$360","","2022-03-11 06:11:37","1899-12-30 00:00:00","1899-12-30 00:00:00","$4146","Ready for automatic operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_AutoReady","20000607","24","6","38","False","","2022-03-11 03:11:37"
"57","0","$362","","2022-03-11 06:08:29","1899-12-30 00:00:00","2022-03-11 06:11:37","$4156","Ready for combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiReady","20000617","24","6","39","False","","2022-03-11 03:08:29"
"157","0","$358","","2022-03-11 06:09:22","1899-12-30 00:00:00","2022-03-11 06:11:37","$4274","Tubefiller is not ready","1","$4271","Combination","430","CP:.VC_MX_704_MW_TFSNotReady","20070406","42","5","40","False","","2022-03-11 03:09:22"
"47","0","$362","","2022-03-11 06:11:37","1899-12-30 00:00:00","2022-03-11 06:11:38","$4146","Ready for automatic operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_AutoReady","20000607","24","6","41","False","","2022-03-11 03:11:37"
