"ID","State","StateID","StateText","TimeIn","TimeUserAck","TimePLCAck","MessageID","MessageText","Occur","GroupID","GroupText","Priority","Parameter1","Parameter2","Group","Class","HistoricalID","HasNotes","SortBuffer","TimeInUTC"
"69","4","$352","","2022-03-02 06:00:03","1899-12-30 00:00:00","1899-12-30 00:00:00","$4168","Reference run required","1","$4138","Operation","610","CP:.VC_MX_006_MS_HomingNec","20000630","24","4","1","False","","2022-03-02 03:00:03"
"77","4","$352","","2022-03-02 06:00:04","1899-12-30 00:00:00","1899-12-30 00:00:00","$4178","Carton supply low","1","$4176","Carton infeed","640","CP:.VC_MX_010_MS_FsMin","20001001","26","4","2","False","","2022-03-02 03:00:04"
"93","4","$352","","2022-03-02 06:00:04","1899-12-30 00:00:00","1899-12-30 00:00:00","$4200","Leaflet stack low","1","$4192","Leaflet unit","640","CP:.VC_MX_025_MS_MinProspekt","20002505","32","4","3","False","","2022-03-02 03:00:04"
"33","4","$352","","2022-03-02 06:08:36","1899-12-30 00:00:00","1899-12-30 00:00:00","$4128","Protective cover 1 open","1","$4126","Protective covers","650","CP:.VC_MX_002_MS_SHFSKette","20000201","20","4","4","False","","2022-03-02 03:08:36"
"33","0","$354","","2022-03-02 06:08:36","1899-12-30 00:00:00","2022-03-02 06:08:40","$4128","Protective cover 1 open","1","$4126","Protective covers","650","CP:.VC_MX_002_MS_SHFSKette","20000201","20","4","5","False","","2022-03-02 03:08:36"
"77","0","$354","","2022-03-02 06:00:04","1899-12-30 00:00:00","2022-03-02 06:08:45","$4178","Carton supply low","1","$4176","Carton infeed","640","CP:.VC_MX_010_MS_FsMin","20001001","26","4","6","False","","2022-03-02 03:00:04"
"75","4","$352","","2022-03-02 06:09:20","1899-12-30 00:00:00","1899-12-30 00:00:00","$4175","Axes not released, please wait","1","$4171","Main drive","610","CP:.VC_MX_007_MS_WatchEnable","20000704","25","4","7","False","","2022-03-02 03:09:20"
"93","0","$354","","2022-03-02 06:00:04","1899-12-30 00:00:00","2022-03-02 06:09:20","$4200","Leaflet stack low","1","$4192","Leaflet unit","640","CP:.VC_MX_025_MS_MinProspekt","20002505","32","4","8","False","","2022-03-02 03:00:04"
"75","0","$354","","2022-03-02 06:09:20","1899-12-30 00:00:00","2022-03-02 06:09:22","$4175","Axes not released, please wait","1","$4171","Main drive","610","CP:.VC_MX_007_MS_WatchEnable","20000704","25","4","9","False","","2022-03-02 03:09:20"
"64","4","$360","","2022-03-02 06:09:38","1899-12-30 00:00:00","1899-12-30 00:00:00","$4163","Reference run","1","$4138","Operation","310","CP:.VC_MX_006_MH_RefRun","20000626","24","6","10","False","","2022-03-02 03:09:38"
"69","0","$354","","2022-03-02 06:00:03","1899-12-30 00:00:00","2022-03-02 06:09:38","$4168","Reference run required","1","$4138","Operation","610","CP:.VC_MX_006_MS_HomingNec","20000630","24","4","11","False","","2022-03-02 03:00:03"
"64","0","$362","","2022-03-02 06:09:38","1899-12-30 00:00:00","2022-03-02 06:09:54","$4163","Reference run","1","$4138","Operation","310","CP:.VC_MX_006_MH_RefRun","20000626","24","6","12","False","","2022-03-02 03:09:38"
"60","4","$360","","2022-03-02 06:09:54","1899-12-30 00:00:00","1899-12-30 00:00:00","$4159","Reference run completed","1","$4138","Operation","310","CP:.VC_MX_006_MH_HomingDone","20000622","24","6","13","False","","2022-03-02 03:09:54"
"47","4","$360","","2022-03-02 06:10:02","1899-12-30 00:00:00","1899-12-30 00:00:00","$4146","Ready for automatic operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_AutoReady","20000607","24","6","14","False","","2022-03-02 03:10:02"
"60","0","$362","","2022-03-02 06:09:54","1899-12-30 00:00:00","2022-03-02 06:10:02","$4159","Reference run completed","1","$4138","Operation","310","CP:.VC_MX_006_MH_HomingDone","20000622","24","6","15","False","","2022-03-02 03:09:54"
"47","0","$362","","2022-03-02 06:10:02","1899-12-30 00:00:00","2022-03-02 06:10:39","$4146","Ready for automatic operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_AutoReady","20000607","24","6","16","False","","2022-03-02 03:10:02"
"149","4","$352","","2022-03-02 06:10:39","1899-12-30 00:00:00","1899-12-30 00:00:00","$4264","Protective cover flap transfer is open","1","$4258","Flap transfer","650","CP:.VC_MX_500_MS_SHKlappe","20050005","40","4","17","False","","2022-03-02 03:10:39"
"149","0","$354","","2022-03-02 06:10:39","1899-12-30 00:00:00","2022-03-02 06:12:22","$4264","Protective cover flap transfer is open","1","$4258","Flap transfer","650","CP:.VC_MX_500_MS_SHKlappe","20050005","40","4","18","False","","2022-03-02 03:10:39"
"75","4","$352","","2022-03-02 06:12:25","1899-12-30 00:00:00","1899-12-30 00:00:00","$4175","Axes not released, please wait","1","$4171","Main drive","610","CP:.VC_MX_007_MS_WatchEnable","20000704","25","4","19","False","","2022-03-02 03:12:25"
"47","4","$360","","2022-03-02 06:12:26","1899-12-30 00:00:00","1899-12-30 00:00:00","$4146","Ready for automatic operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_AutoReady","20000607","24","6","20","False","","2022-03-02 03:12:26"
"75","0","$354","","2022-03-02 06:12:25","1899-12-30 00:00:00","2022-03-02 06:12:26","$4175","Axes not released, please wait","1","$4171","Main drive","610","CP:.VC_MX_007_MS_WatchEnable","20000704","25","4","21","False","","2022-03-02 03:12:25"
"33","4","$352","","2022-03-02 06:20:41","1899-12-30 00:00:00","1899-12-30 00:00:00","$4128","Protective cover 1 open","1","$4126","Protective covers","650","CP:.VC_MX_002_MS_SHFSKette","20000201","20","4","22","False","","2022-03-02 03:20:41"
"47","0","$362","","2022-03-02 06:12:26","1899-12-30 00:00:00","2022-03-02 06:20:41","$4146","Ready for automatic operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_AutoReady","20000607","24","6","23","False","","2022-03-02 03:12:26"
"35","4","$352","","2022-03-02 06:20:53","1899-12-30 00:00:00","1899-12-30 00:00:00","$4130","Protective cover 3 open","1","$4126","Protective covers","650","CP:.VC_MX_002_MS_SHVerschluL","20000204","20","4","24","False","","2022-03-02 03:20:53"
"68","4","$352","","2022-03-02 06:21:05","1899-12-30 00:00:00","1899-12-30 00:00:00","$4167","Hand wheel retracted","1","$4138","Operation","660","CP:.VC_MX_006_MS_Handrad","20000650","24","4","25","False","","2022-03-02 03:21:05"
"68","0","$354","","2022-03-02 06:21:05","1899-12-30 00:00:00","2022-03-02 06:21:07","$4167","Hand wheel retracted","1","$4138","Operation","660","CP:.VC_MX_006_MS_Handrad","20000650","24","4","26","False","","2022-03-02 03:21:05"
"71","4","$356","","2022-03-02 06:21:07","1899-12-30 00:00:00","1899-12-30 00:00:00","$4170","Axle synchronisation active","1","$4138","Operation","490","CP:.VC_MX_006_MW_Synchronlauf","20000635","24","5","27","False","","2022-03-02 03:21:07"
"68","4","$352","","2022-03-02 06:21:08","1899-12-30 00:00:00","1899-12-30 00:00:00","$4167","Hand wheel retracted","1","$4138","Operation","660","CP:.VC_MX_006_MS_Handrad","20000650","24","4","28","False","","2022-03-02 03:21:08"
"71","0","$358","","2022-03-02 06:21:07","1899-12-30 00:00:00","2022-03-02 06:21:08","$4170","Axle synchronisation active","1","$4138","Operation","490","CP:.VC_MX_006_MW_Synchronlauf","20000635","24","5","29","False","","2022-03-02 03:21:07"
"68","0","$354","","2022-03-02 06:21:08","1899-12-30 00:00:00","2022-03-02 06:24:53","$4167","Hand wheel retracted","1","$4138","Operation","660","CP:.VC_MX_006_MS_Handrad","20000650","24","4","30","False","","2022-03-02 03:21:08"
"68","4","$352","","2022-03-02 06:31:40","1899-12-30 00:00:00","1899-12-30 00:00:00","$4167","Hand wheel retracted","1","$4138","Operation","660","CP:.VC_MX_006_MS_Handrad","20000650","24","4","31","False","","2022-03-02 03:31:40"
"68","0","$354","","2022-03-02 06:31:40","1899-12-30 00:00:00","2022-03-02 06:31:41","$4167","Hand wheel retracted","1","$4138","Operation","660","CP:.VC_MX_006_MS_Handrad","20000650","24","4","32","False","","2022-03-02 03:31:40"
"71","4","$356","","2022-03-02 06:31:41","1899-12-30 00:00:00","1899-12-30 00:00:00","$4170","Axle synchronisation active","1","$4138","Operation","490","CP:.VC_MX_006_MW_Synchronlauf","20000635","24","5","33","False","","2022-03-02 03:31:41"
"68","4","$352","","2022-03-02 06:31:42","1899-12-30 00:00:00","1899-12-30 00:00:00","$4167","Hand wheel retracted","1","$4138","Operation","660","CP:.VC_MX_006_MS_Handrad","20000650","24","4","34","False","","2022-03-02 03:31:42"
"71","0","$358","","2022-03-02 06:31:41","1899-12-30 00:00:00","2022-03-02 06:31:42","$4170","Axle synchronisation active","1","$4138","Operation","490","CP:.VC_MX_006_MW_Synchronlauf","20000635","24","5","35","False","","2022-03-02 03:31:41"
"68","0","$354","","2022-03-02 06:31:42","1899-12-30 00:00:00","2022-03-02 06:33:42","$4167","Hand wheel retracted","1","$4138","Operation","660","CP:.VC_MX_006_MS_Handrad","20000650","24","4","36","False","","2022-03-02 03:31:42"
"35","0","$354","","2022-03-02 06:20:53","1899-12-30 00:00:00","2022-03-02 06:34:42","$4130","Protective cover 3 open","1","$4126","Protective covers","650","CP:.VC_MX_002_MS_SHVerschluL","20000204","20","4","37","False","","2022-03-02 03:20:53"
"33","0","$354","","2022-03-02 06:20:41","1899-12-30 00:00:00","2022-03-02 06:34:43","$4128","Protective cover 1 open","1","$4126","Protective covers","650","CP:.VC_MX_002_MS_SHFSKette","20000201","20","4","38","False","","2022-03-02 03:20:41"
"75","4","$352","","2022-03-02 06:34:44","1899-12-30 00:00:00","1899-12-30 00:00:00","$4175","Axes not released, please wait","1","$4171","Main drive","610","CP:.VC_MX_007_MS_WatchEnable","20000704","25","4","39","False","","2022-03-02 03:34:44"
"47","4","$360","","2022-03-02 06:34:45","1899-12-30 00:00:00","1899-12-30 00:00:00","$4146","Ready for automatic operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_AutoReady","20000607","24","6","40","False","","2022-03-02 03:34:45"
"75","0","$354","","2022-03-02 06:34:44","1899-12-30 00:00:00","2022-03-02 06:34:45","$4175","Axes not released, please wait","1","$4171","Main drive","610","CP:.VC_MX_007_MS_WatchEnable","20000704","25","4","41","False","","2022-03-02 03:34:44"
"47","0","$362","","2022-03-02 06:34:45","1899-12-30 00:00:00","2022-03-02 06:34:47","$4146","Ready for automatic operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_AutoReady","20000607","24","6","42","False","","2022-03-02 03:34:45"
"65","4","$360","","2022-03-02 06:34:47","1899-12-30 00:00:00","1899-12-30 00:00:00","$4164","Ready for jog-mode","1","$4138","Operation","310","CP:.VC_MX_006_MH_SetUpReady","20000627","24","6","43","False","","2022-03-02 03:34:47"
"62","4","$360","","2022-03-02 06:34:48","1899-12-30 00:00:00","1899-12-30 00:00:00","$4161","Jog-mode / Jog-button activated","1","$4138","Operation","310","CP:.VC_MX_006_MH_JogButton","20000624","24","6","44","False","","2022-03-02 03:34:48"
"65","0","$362","","2022-03-02 06:34:47","1899-12-30 00:00:00","2022-03-02 06:34:48","$4164","Ready for jog-mode","1","$4138","Operation","310","CP:.VC_MX_006_MH_SetUpReady","20000627","24","6","45","False","","2022-03-02 03:34:47"
