"ID","State","StateID","StateText","TimeIn","TimeUserAck","TimePLCAck","MessageID","MessageText","Occur","GroupID","GroupText","Priority","Parameter1","Parameter2","Group","Class","HistoricalID","HasNotes","SortBuffer","TimeInUTC"
"47","0","$362","","2022-03-02 20:42:49","1899-12-30 00:00:00","2022-03-03 06:01:33","$4146","Ready for automatic operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_AutoReady","20000607","24","6","1","False","","2022-03-02 17:42:49"
"57","4","$360","","2022-03-03 06:01:33","1899-12-30 00:00:00","1899-12-30 00:00:00","$4156","Ready for combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiReady","20000617","24","6","2","False","","2022-03-03 03:01:33"
"57","0","$362","","2022-03-03 06:01:33","1899-12-30 00:00:00","2022-03-03 06:01:35","$4156","Ready for combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiReady","20000617","24","6","3","False","","2022-03-03 03:01:33"
"58","4","$360","","2022-03-03 06:01:35","1899-12-30 00:00:00","1899-12-30 00:00:00","$4157","Combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiRun","20000618","24","6","4","False","","2022-03-03 03:01:35"
"58","0","$362","","2022-03-03 06:01:35","1899-12-30 00:00:00","2022-03-03 06:03:54","$4157","Combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiRun","20000618","24","6","5","False","","2022-03-03 03:01:35"
"157","4","$356","","2022-03-03 06:03:54","1899-12-30 00:00:00","1899-12-30 00:00:00","$4274","Tubefiller is not ready","1","$4271","Combination","430","CP:.VC_MX_704_MW_TFSNotReady","20070406","42","5","6","False","","2022-03-03 03:03:54"
"57","4","$360","","2022-03-03 06:03:55","1899-12-30 00:00:00","1899-12-30 00:00:00","$4156","Ready for combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiReady","20000617","24","6","7","False","","2022-03-03 03:03:55"
"157","0","$358","","2022-03-03 06:03:54","1899-12-30 00:00:00","2022-03-03 06:04:04","$4274","Tubefiller is not ready","1","$4271","Combination","430","CP:.VC_MX_704_MW_TFSNotReady","20070406","42","5","8","False","","2022-03-03 03:03:54"
"57","0","$362","","2022-03-03 06:03:55","1899-12-30 00:00:00","2022-03-03 06:04:06","$4156","Ready for combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiReady","20000617","24","6","9","False","","2022-03-03 03:03:55"
"58","4","$360","","2022-03-03 06:04:06","1899-12-30 00:00:00","1899-12-30 00:00:00","$4157","Combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiRun","20000618","24","6","10","False","","2022-03-03 03:04:06"
"71","4","$356","","2022-03-03 06:04:08","1899-12-30 00:00:00","1899-12-30 00:00:00","$4170","Axle synchronisation active","1","$4138","Operation","490","CP:.VC_MX_006_MW_Synchronlauf","20000635","24","5","11","False","","2022-03-03 03:04:08"
"71","0","$358","","2022-03-03 06:04:08","1899-12-30 00:00:00","2022-03-03 06:04:08","$4170","Axle synchronisation active","1","$4138","Operation","490","CP:.VC_MX_006_MW_Synchronlauf","20000635","24","5","12","False","","2022-03-03 03:04:08"
"157","4","$356","","2022-03-03 06:07:02","1899-12-30 00:00:00","1899-12-30 00:00:00","$4274","Tubefiller is not ready","1","$4271","Combination","430","CP:.VC_MX_704_MW_TFSNotReady","20070406","42","5","13","False","","2022-03-03 03:07:02"
"58","0","$362","","2022-03-03 06:04:06","1899-12-30 00:00:00","2022-03-03 06:07:05","$4157","Combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiRun","20000618","24","6","14","False","","2022-03-03 03:04:06"
"57","4","$360","","2022-03-03 06:07:05","1899-12-30 00:00:00","1899-12-30 00:00:00","$4156","Ready for combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiReady","20000617","24","6","15","False","","2022-03-03 03:07:05"
"57","0","$362","","2022-03-03 06:07:05","1899-12-30 00:00:00","2022-03-03 06:07:08","$4156","Ready for combined operation","1","$4138","Operation","310","CP:.VC_MX_006_MH_CombiReady","20000617","24","6","16","False","","2022-03-03 03:07:05"
"149","4","$352","","2022-03-03 06:07:08","1899-12-30 00:00:00","1899-12-30 00:00:00","$4264","Protective cover flap transfer is open","1","$4258","Flap transfer","650","CP:.VC_MX_500_MS_SHKlappe","20050005","40","4","17","False","","2022-03-03 03:07:08"
